,Word,RelativeProb
816,brand,5.029588123885042e-05
817,Lets,5.02958812388504e-05
818,even,4.872413495013645e-05
819,MUST,4.8724134950136355e-05
820,create,4.8724134950136355e-05
821,George,4.8724134950136355e-05
822,Patrol,4.8724134950136355e-05
823,Chairman,4.8724134950136355e-05
824,terrorists,4.8724134950136355e-05
825,desperate,4.8724134950136355e-05
826,800,4.8724134950136355e-05
827,Polls,4.872413495013635e-05
828,fortune,4.872413495013635e-05
829,Libya,4.872413495013635e-05
830,campaigning,4.872413495013635e-05
831,mention,4.872413495013635e-05
832,Wallace,4.872413495013635e-05
833,Graham,4.872413495013635e-05
834,Jong,4.872413495013635e-05
835,Hillarys,4.872413495013635e-05
836,quickly,4.872413495013635e-05
837,pouring,4.872413495013635e-05
838,guts,4.872413495013635e-05
839,THEGaryBusey,4.872413495013635e-05
840,YOU,4.872413495013634e-05
